date_year,samplesizeunit,class,scientificname,institutioncode,shoredistance,flags,maximumdepthinmeters,date_start,minimumdepthinmeters,subclass,basisofrecord,sss,sex,sst,family,kingdom,occurrenceid,bathymetry,date_end,species,genus,waterbody,vernacularname,id_node,name,lon,lat,city,country
2006,desconocido,Teleostei,Cheilinus undulatus,SPC,1448,['NO_DEPTH'],,2006-10-27,,,HumanObservation,34.47,,27.65,Labridae,Animalia,DE2031FB-E644-4A2B-92B5-3C3D77336A76_R_984A4E56-EDEE-4ABF-8603-6F86E6717F8D,5.04,2006-10-27,Cheilinus undulatus,Cheilinus,Pacific Ocean,Napoleon fish,6c17c09e-5cc2-4d5a-8463-e866731d35a1,SWP OBIS,174.7596359,-36.8441406,Waitematā,New Zealand
2018,meter radius,Teleostei,Cheilinus undulatus,USDOC/NOAA/NMFS/PIFSC/ESD,258,sin observaciones,16.0,2018-07-09,12.5,,HumanObservation,35.19,,28.71,Labridae,Animalia,OFU-912 : 2018-07-09 : A : replicateID 1845966382 : objectID 2398553,78.0,2018-07-09,Cheilinus undulatus,Cheilinus,South Pacific Ocean,Napoleon fish,b7c47783-a020-4173-b390-7b57c4fa1426,OBIS USA,-105.2749529,40.0069147,Boulder,United States
,desconocido,Teleostei,Cheilinus undulatus,QM,5,['NO_DEPTH'],,,,,PreservedSpecimen,35.37,,25.25,Labridae,Animalia,FN2[32080127]:QM-65[218945:I4403],1.16,,Cheilinus undulatus,Cheilinus,,Napoleon fish,dcb0c76d-46a1-4e07-9a69-98cf3fd67576,Fish OBIS,25.275605,35.3251232,Gouves Municipal Unit,Greece
2016,meter radius,Teleostei,Cheilinus undulatus,USDOC/NOAA/NMFS/PIFSC/ESD,1126,sin observaciones,18.0,2016-05-21,13.0,,HumanObservation,35.34,,26.88,Labridae,Animalia,JAR-762 : 2016-05-21 : A : replicateID 1845963106 : objectID 2232833,45.0,2016-05-21,Cheilinus undulatus,Cheilinus,South Pacific Ocean,Napoleon fish,b7c47783-a020-4173-b390-7b57c4fa1426,OBIS USA,-105.2749529,40.0069147,Boulder,United States
2001,desconocido,Teleostei,Cheilinus undulatus,AIMS,53846,sin observaciones,10.0,2001-05-13,0.0,,HumanObservation,35.21,,25.57,Labridae,Animalia,urn:catalog:AIMS:Fish_LTMP:1526872,20.64,2001-05-13,Cheilinus undulatus,Cheilinus,,Napoleon fish,2a57cd59-6799-4579-955e-27c9af97aea4,OBIS Australia,147.3383337,-42.886775,Hobart,Australia
2015,meter radius,Teleostei,Cheilinus undulatus,UOGML,3082,sin observaciones,10.0,2015-09-22,8.0,,HumanObservation,34.0,,29.15,Labridae,Animalia,UoGML:MC:Fish:2015-09-23:site_PNI-13:SPC_rep_7:objectID_46496,277.0,2015-09-22,Cheilinus undulatus,Cheilinus,North Pacific Ocean,Napoleon fish,b7c47783-a020-4173-b390-7b57c4fa1426,OBIS USA,-105.2749529,40.0069147,Boulder,United States
2015,meter radius,Teleostei,Cheilinus undulatus,USDOC/NOAA/NMFS/PIFSC/ESD,2470,sin observaciones,29.0,2015-03-04,29.0,,HumanObservation,35.13,,28.73,Labridae,Animalia,TUT-1228 : 2015-03-04 : A : replicateID 1845961452 : objectID 2076596,48.0,2015-03-04,Cheilinus undulatus,Cheilinus,South Pacific Ocean,Napoleon fish,b7c47783-a020-4173-b390-7b57c4fa1426,OBIS USA,-105.2749529,40.0069147,Boulder,United States
2011,meter radius,Teleostei,Cheilinus undulatus,UOGML,645,sin observaciones,5.0,2011-05-06,3.0,,HumanObservation,33.94,,29.15,Labridae,Animalia,UoGML:MC:Fish:2011-05-07:site_YAP-6:SPC_rep_12:objectID_3184,-1.0,2011-05-06,Cheilinus undulatus,Cheilinus,North Pacific Ocean,Napoleon fish,b7c47783-a020-4173-b390-7b57c4fa1426,OBIS USA,-105.2749529,40.0069147,Boulder,United States
2009,desconocido,Teleostei,Cheilinus undulatus,CRED,-728,"['DEPTH_EXCEEDS_BATH', 'ON_LAND']",17.2894,2009-04-21,17.2894,,HumanObservation,34.64,,28.79,Labridae,Animalia,,-339.0,2009-04-21,Cheilinus undulatus,Cheilinus,,Napoleon fish,310922b4-9d0c-4de1-92d7-9b442d34765b,OBIS Secretariat,2.9294803,51.2332828,Ostend,Belgium
2018,square metre,Teleostei,Cheilinus undulatus,sin datos,4422,sin observaciones,7.0,2018-11-08,7.0,,HumanObservation,35.13,,25.88,Labridae,Animalia,1baddece-a288-4fbf-90a9-23c36a4a0d41,24.0,2018-11-08,Cheilinus undulatus,Cheilinus,Pacific Ocean,Napoleon fish,6c17c09e-5cc2-4d5a-8463-e866731d35a1,SWP OBIS,174.7596359,-36.8441406,Waitematā,New Zealand
2004,desconocido,Teleostei,Cheilinus undulatus,CRED,36896,['NO_DEPTH'],,2004-03-30,,,HumanObservation,34.82,,28.03,Labridae,Animalia,,3450.0,2004-03-30,Cheilinus undulatus,Cheilinus,,Napoleon fish,310922b4-9d0c-4de1-92d7-9b442d34765b,OBIS Secretariat,2.9294803,51.2332828,Ostend,Belgium
2016,meter radius,Teleostei,Cheilinus undulatus,USDOC/NOAA/NMFS/PIFSC/ESD,144,sin observaciones,16.6,2016-04-27,12.3,,HumanObservation,35.13,,28.71,Labridae,Animalia,TUT-2551 : 2016-04-27 : A : replicateID 1845962807 : objectID 2214559,41.0,2016-04-27,Cheilinus undulatus,Cheilinus,South Pacific Ocean,Napoleon fish,b7c47783-a020-4173-b390-7b57c4fa1426,OBIS USA,-105.2749529,40.0069147,Boulder,United States
2010,desconocido,Teleostei,Cheilinus undulatus,CRED,-703,['ON_LAND'],12.0029,2010-04-02,12.0029,,HumanObservation,35.34,,26.88,Labridae,Animalia,,581.0,2010-04-02,Cheilinus undulatus,Cheilinus,,Napoleon fish,310922b4-9d0c-4de1-92d7-9b442d34765b,OBIS Secretariat,2.9294803,51.2332828,Ostend,Belgium
2018,meter radius,Teleostei,Cheilinus undulatus,USDOC/NOAA/NMFS/PIFSC/ESD,233,['DEPTH_EXCEEDS_BATH'],16.8,2018-07-16,13.4,,HumanObservation,35.21,,28.7,Labridae,Animalia,TAU-979 : 2018-07-16 : A : replicateID 1845966724 : objectID 2421065,-49.0,2018-07-16,Cheilinus undulatus,Cheilinus,South Pacific Ocean,Napoleon fish,b7c47783-a020-4173-b390-7b57c4fa1426,OBIS USA,-105.2749529,40.0069147,Boulder,United States
2010,desconocido,Teleostei,Cheilinus undulatus,CRED,36896,sin observaciones,17.5853,2010-04-08,17.5853,,HumanObservation,34.82,,28.03,Labridae,Animalia,,3450.0,2010-04-08,Cheilinus undulatus,Cheilinus,,Napoleon fish,310922b4-9d0c-4de1-92d7-9b442d34765b,OBIS Secretariat,2.9294803,51.2332828,Ostend,Belgium
2015,desconocido,Teleostei,Cheilinus undulatus,AIMS,58969,sin observaciones,10.0,2015-01-14,0.0,,HumanObservation,35.24,,25.49,Labridae,Animalia,urn:catalog:AIMS:Fish_LTMP:ac2c45c0-9c8a-11e4-a5c8-d4bed94e66aa,1.12,2015-01-14,Cheilinus undulatus,Cheilinus,,Napoleon fish,2a57cd59-6799-4579-955e-27c9af97aea4,OBIS Australia,147.3383337,-42.886775,Hobart,Australia
2008,desconocido,Teleostei,Cheilinus undulatus,CRED,36896,sin observaciones,13.833,2008-03-30,13.833,,HumanObservation,34.82,,28.03,Labridae,Animalia,,3450.0,2008-03-30,Cheilinus undulatus,Cheilinus,,Napoleon fish,310922b4-9d0c-4de1-92d7-9b442d34765b,OBIS Secretariat,2.9294803,51.2332828,Ostend,Belgium
2004,desconocido,Teleostei,Cheilinus undulatus,CRED,-1314,"['DEPTH_EXCEEDS_BATH', 'ON_LAND']",15.8633,2004-02-05,15.8633,,HumanObservation,35.21,,28.7,Labridae,Animalia,,-753.0,2004-02-05,Cheilinus undulatus,Cheilinus,,Napoleon fish,310922b4-9d0c-4de1-92d7-9b442d34765b,OBIS Secretariat,2.9294803,51.2332828,Ostend,Belgium
2010,desconocido,Teleostei,Cheilinus undulatus,CRED,36896,sin observaciones,13.3753,2010-04-08,13.3753,,HumanObservation,34.82,,28.03,Labridae,Animalia,,3450.0,2010-04-08,Cheilinus undulatus,Cheilinus,,Napoleon fish,310922b4-9d0c-4de1-92d7-9b442d34765b,OBIS Secretariat,2.9294803,51.2332828,Ostend,Belgium
2005,desconocido,Teleostei,Cheilinus undulatus,CRED,719,sin observaciones,9.95263,2005-10-19,9.95263,,HumanObservation,35.08,,27.92,Labridae,Animalia,,2.0,2005-10-19,Cheilinus undulatus,Cheilinus,,Napoleon fish,310922b4-9d0c-4de1-92d7-9b442d34765b,OBIS Secretariat,2.9294803,51.2332828,Ostend,Belgium
2012,meter radius,Teleostei,Cheilinus undulatus,USDOC/NOAA/NMFS/PIFSC/ESD,76,sin observaciones,10.0,2012-04-04,6.0,,HumanObservation,35.13,,28.73,Labridae,Animalia,TUT-801 : 2012-04-04 : A : replicateID 1845956470 : objectID 1866662,-18.0,2012-04-04,Cheilinus undulatus,Cheilinus,South Pacific Ocean,Napoleon fish,b7c47783-a020-4173-b390-7b57c4fa1426,OBIS USA,-105.2749529,40.0069147,Boulder,United States
2001,desconocido,Teleostei,Cheilinus undulatus,AIMS,126,sin observaciones,10.0,2001-07-05,0.0,,HumanObservation,34.92,,26.6,Labridae,Animalia,urn:catalog:AIMS:Fish_LTMP:1569470,36.57,2001-07-05,Cheilinus undulatus,Cheilinus,,Napoleon fish,2a57cd59-6799-4579-955e-27c9af97aea4,OBIS Australia,147.3383337,-42.886775,Hobart,Australia
2000,desconocido,Teleostei,Cheilinus undulatus,sin datos,717,['NO_DEPTH'],,2000-06-29,,,HumanObservation,35.39,,28.94,Labridae,Animalia,c42fd8f6-d14d-49e5-8aae-11ae9ccbf33a,120.0,2000-06-29,Cheilinus undulatus,Cheilinus,Pacific Ocean,Napoleon fish,6c17c09e-5cc2-4d5a-8463-e866731d35a1,SWP OBIS,174.7596359,-36.8441406,Waitematā,New Zealand
2009,desconocido,Teleostei,Cheilinus undulatus,CRED,719,sin observaciones,17.2799,2009-03-26,17.2799,,HumanObservation,35.08,,27.92,Labridae,Animalia,,2.0,2009-03-26,Cheilinus undulatus,Cheilinus,,Napoleon fish,310922b4-9d0c-4de1-92d7-9b442d34765b,OBIS Secretariat,2.9294803,51.2332828,Ostend,Belgium
2023,DNA Sequence reads,Teleostei,Cheilinus undulatus,sin datos,107286,['NO_DEPTH'],,2023-04-14,,,MachineObservation,32.48,,28.96,Labridae,Animalia,asv.3791_EE0439_12s_teleo,18.0,2023-04-14,Cheilinus undulatus,Cheilinus,,Napoleon fish,310922b4-9d0c-4de1-92d7-9b442d34765b,OBIS Secretariat,2.9294803,51.2332828,Ostend,Belgium
2016,meter radius,Teleostei,Cheilinus undulatus,USDOC/NOAA/NMFS/PIFSC/ESD,240,['DEPTH_EXCEEDS_BATH'],18.3,2016-04-17,16.9,,HumanObservation,35.21,,28.7,Labridae,Animalia,TAU-816 : 2016-04-17 : A : replicateID 1845962599 : objectID 2202656,-52.0,2016-04-17,Cheilinus undulatus,Cheilinus,South Pacific Ocean,Napoleon fish,b7c47783-a020-4173-b390-7b57c4fa1426,OBIS USA,-105.2749529,40.0069147,Boulder,United States
2003,desconocido,Teleostei,Cheilinus undulatus,SPC,628,['NO_DEPTH'],,2003-11-28,,,HumanObservation,34.63,,27.85,Labridae,Animalia,DF384525-A1E9-484D-8719-DDCEE847CE04_R_984A4E56-EDEE-4ABF-8603-6F86E6717F8D,4.0,2003-11-28,Cheilinus undulatus,Cheilinus,Pacific Ocean,Napoleon fish,6c17c09e-5cc2-4d5a-8463-e866731d35a1,SWP OBIS,174.7596359,-36.8441406,Waitematā,New Zealand
,desconocido,Teleostei,Cheilinus undulatus,SPC,790,['NO_DEPTH'],,,,,HumanObservation,34.36,,29.46,Labridae,Animalia,12B85BA6-37FF-4A51-9198-EA8433718AF7_L_984A4E56-EDEE-4ABF-8603-6F86E6717F8D,55.0,,Cheilinus undulatus,Cheilinus,Pacific Ocean,Napoleon fish,6c17c09e-5cc2-4d5a-8463-e866731d35a1,SWP OBIS,174.7596359,-36.8441406,Waitematā,New Zealand
2023,DNA Sequence reads,Teleostei,Cheilinus undulatus,sin datos,119778,['NO_DEPTH'],,2023-04-15,,,MachineObservation,32.48,,28.97,Labridae,Animalia,asv.713_EE0125_12s_mimammal,227.0,2023-04-15,Cheilinus undulatus,Cheilinus,,Napoleon fish,310922b4-9d0c-4de1-92d7-9b442d34765b,OBIS Secretariat,2.9294803,51.2332828,Ostend,Belgium
2017,desconocido,Teleostei,Cheilinus undulatus,AIMS,87806,sin observaciones,10.0,2017-05-10,0.0,,HumanObservation,35.03,,26.37,Labridae,Animalia,urn:catalog:AIMS:Fish_LTMP:9634e950-3901-11e7-bf95-d4bed94e66aa,6.09,2017-05-10,Cheilinus undulatus,Cheilinus,,Napoleon fish,2a57cd59-6799-4579-955e-27c9af97aea4,OBIS Australia,147.3383337,-42.886775,Hobart,Australia
1997,desconocido,Teleostei,Cheilinus undulatus,AIMS,101108,sin observaciones,10.0,1997-04-19,0.0,,HumanObservation,35.12,,25.89,Labridae,Animalia,urn:catalog:AIMS:Fish_LTMP:1211068,9.25,1997-04-19,Cheilinus undulatus,Cheilinus,,Napoleon fish,2a57cd59-6799-4579-955e-27c9af97aea4,OBIS Australia,147.3383337,-42.886775,Hobart,Australia
2017,meter radius,Teleostei,Cheilinus undulatus,USDOC/NOAA/NMFS/PIFSC/ESD,79,['DEPTH_EXCEEDS_BATH'],19.4,2017-05-08,10.8,,HumanObservation,34.39,,28.92,Labridae,Animalia,GUA-1725 : 2017-05-09 : A : replicateID 1845964371 : objectID 2332449,-53.0,2017-05-08,Cheilinus undulatus,Cheilinus,North Pacific Ocean,Napoleon fish,b7c47783-a020-4173-b390-7b57c4fa1426,OBIS USA,-105.2749529,40.0069147,Boulder,United States
2013,desconocido,Teleostei,Cheilinus undulatus,Diveboard,26,sin observaciones,19.0,2013-07-26,0.0,,Occurrence,,,,Labridae,Animalia,diveboard:111246_224260_0,-6.0,2013-07-26,Cheilinus undulatus,Cheilinus,,Napoleon fish,4bf79a01-65a9-4db6-b37b-18434f26ddfc,EurOBIS,2.9294803,51.2332828,Ostend,Belgium
2010,desconocido,Teleostei,Cheilinus undulatus,AIMS,290,sin observaciones,10.0,2010-10-25,0.0,,HumanObservation,34.93,,26.45,Labridae,Animalia,urn:catalog:AIMS:Fish_LTMP:36eba3f0-e19a-11df-8497-0022fbb9d9ae,7.21,2010-10-25,Cheilinus undulatus,Cheilinus,,Napoleon fish,2a57cd59-6799-4579-955e-27c9af97aea4,OBIS Australia,147.3383337,-42.886775,Hobart,Australia
2006,meter radius,Teleostei,Cheilinus undulatus,USDOC/NOAA/NMFS/PIFSC/ESD,169,sin observaciones,15.0,2006-02-12,15.0,,HumanObservation,35.01,,29.13,Labridae,Animalia,PIFSC:ESD:siteVisitID_799:replicateID_1845946561:objectID_1542123,311.0,2006-02-12,Cheilinus undulatus,Cheilinus,South Pacific Ocean,Napoleon fish,b7c47783-a020-4173-b390-7b57c4fa1426,OBIS USA,-105.2749529,40.0069147,Boulder,United States
2011,meter radius,Teleostei,Cheilinus undulatus,UOGML,588,sin observaciones,5.0,2011-05-03,3.0,,HumanObservation,33.94,,29.16,Labridae,Animalia,UoGML:MC:Fish:2011-05-04:site_YAP-3:SPC_rep_2:objectID_1189,19.0,2011-05-03,Cheilinus undulatus,Cheilinus,North Pacific Ocean,Napoleon fish,b7c47783-a020-4173-b390-7b57c4fa1426,OBIS USA,-105.2749529,40.0069147,Boulder,United States
2016,meter radius,Teleostei,Cheilinus undulatus,USDOC/NOAA/NMFS/PIFSC/ESD,170,['DEPTH_EXCEEDS_BATH'],17.4,2016-04-18,15.8,,HumanObservation,35.21,,28.7,Labridae,Animalia,TAU-848 : 2016-04-18 : A : replicateID 1845962643 : objectID 2205167,-34.0,2016-04-18,Cheilinus undulatus,Cheilinus,South Pacific Ocean,Napoleon fish,b7c47783-a020-4173-b390-7b57c4fa1426,OBIS USA,-105.2749529,40.0069147,Boulder,United States
2004,desconocido,Teleostei,Cheilinus undulatus,AIMS,777,sin observaciones,23.0,2004-10-30,23.0,,HumanObservation,34.79,,27.89,Labridae,Animalia,DEH_26_5_695,157.0,2004-10-30,Cheilinus undulatus,Cheilinus,,Napoleon fish,2a57cd59-6799-4579-955e-27c9af97aea4,OBIS Australia,147.3383337,-42.886775,Hobart,Australia
2014,meter radius,Teleostei,Cheilinus undulatus,USDOC/NOAA/NMFS/PIFSC/ESD,233,['DEPTH_EXCEEDS_BATH'],26.0,2014-03-19,17.0,,HumanObservation,35.08,,27.92,Labridae,Animalia,WAK-182 : 2014-03-20 : A : replicateID 1845959222 : objectID 1965204,-30.0,2014-03-19,Cheilinus undulatus,Cheilinus,North Pacific Ocean,Napoleon fish,b7c47783-a020-4173-b390-7b57c4fa1426,OBIS USA,-105.2749529,40.0069147,Boulder,United States
2015,meter radius,Teleostei,Cheilinus undulatus,USDOC/NOAA/NMFS/PIFSC/ESD,4428,sin observaciones,25.0,2015-04-15,23.0,,HumanObservation,34.74,,28.06,Labridae,Animalia,PAL-440 : 2015-04-15 : A : replicateID 1845962066 : objectID 2110715,78.0,2015-04-15,Cheilinus undulatus,Cheilinus,North Pacific Ocean,Napoleon fish,b7c47783-a020-4173-b390-7b57c4fa1426,OBIS USA,-105.2749529,40.0069147,Boulder,United States
2003,desconocido,Teleostei,Cheilinus undulatus,AIMS,79920,sin observaciones,10.0,2003-03-19,0.0,,HumanObservation,35.09,,26.23,Labridae,Animalia,urn:catalog:AIMS:Fish_LTMP:1636408,4.1,2003-03-19,Cheilinus undulatus,Cheilinus,,Napoleon fish,2a57cd59-6799-4579-955e-27c9af97aea4,OBIS Australia,147.3383337,-42.886775,Hobart,Australia
2014,meter radius,Teleostei,Cheilinus undulatus,USDOC/NOAA/NMFS/PIFSC/ESD,159,sin observaciones,25.0,2014-03-29,21.0,,HumanObservation,34.39,,28.92,Labridae,Animalia,GUA-1011 : 2014-03-30 : A : replicateID 1845959340 : objectID 1972322,87.0,2014-03-29,Cheilinus undulatus,Cheilinus,North Pacific Ocean,Napoleon fish,b7c47783-a020-4173-b390-7b57c4fa1426,OBIS USA,-105.2749529,40.0069147,Boulder,United States
2023,DNA Sequence reads,Teleostei,Cheilinus undulatus,sin datos,13,['NO_DEPTH'],,2023-04-02,,,MachineObservation,35.08,,27.13,Labridae,Animalia,asv.1663_EE0474_12s_mimammal,-1.0,2023-04-02,Cheilinus undulatus,Cheilinus,,Napoleon fish,310922b4-9d0c-4de1-92d7-9b442d34765b,OBIS Secretariat,2.9294803,51.2332828,Ostend,Belgium
2000,desconocido,Teleostei,Cheilinus undulatus,AIMS,1352,sin observaciones,10.0,2000-02-04,0.0,,HumanObservation,35.08,,26.15,Labridae,Animalia,urn:catalog:AIMS:Fish_LTMP:1455982,12.13,2000-02-04,Cheilinus undulatus,Cheilinus,,Napoleon fish,2a57cd59-6799-4579-955e-27c9af97aea4,OBIS Australia,147.3383337,-42.886775,Hobart,Australia
2018,meter radius,Teleostei,Cheilinus undulatus,USDOC/NOAA/NMFS/PIFSC/ESD,73,sin observaciones,18.0,2018-06-30,15.0,,HumanObservation,35.13,,28.73,Labridae,Animalia,TUT-2960 : 2018-06-30 : A : replicateID 1845966039 : objectID 2400239,-8.0,2018-06-30,Cheilinus undulatus,Cheilinus,South Pacific Ocean,Napoleon fish,b7c47783-a020-4173-b390-7b57c4fa1426,OBIS USA,-105.2749529,40.0069147,Boulder,United States
2017,meter radius,Teleostei,Cheilinus undulatus,USDOC/NOAA/NMFS/PIFSC/ESD,49,sin observaciones,8.4,2017-05-11,8.4,,HumanObservation,34.44,,28.92,Labridae,Animalia,ROT-535 : 2017-05-12 : A : replicateID 1845964434 : objectID 2335760,143.0,2017-05-11,Cheilinus undulatus,Cheilinus,North Pacific Ocean,Napoleon fish,b7c47783-a020-4173-b390-7b57c4fa1426,OBIS USA,-105.2749529,40.0069147,Boulder,United States
2023,DNA Sequence reads,Teleostei,Cheilinus undulatus,sin datos,591,['NO_DEPTH'],,2023-03-27,,,MachineObservation,35.08,,27.11,Labridae,Animalia,asv.1441_EE0487_12s_mifish,2.0,2023-03-27,Cheilinus undulatus,Cheilinus,,Napoleon fish,310922b4-9d0c-4de1-92d7-9b442d34765b,OBIS Secretariat,2.9294803,51.2332828,Ostend,Belgium
2005,desconocido,Teleostei,Cheilinus undulatus,CRED,719,sin observaciones,22.9383,2005-10-20,22.9383,,HumanObservation,35.08,,27.92,Labridae,Animalia,,2.0,2005-10-20,Cheilinus undulatus,Cheilinus,,Napoleon fish,310922b4-9d0c-4de1-92d7-9b442d34765b,OBIS Secretariat,2.9294803,51.2332828,Ostend,Belgium
2015,desconocido,Mammalia,Tursiops truncatus,sin datos,313,sin observaciones,0.0,2015-09-13,0.0,Theria,HumanObservation,34.03,,11.98,Delphinidae,Animalia,SWF_13_222787_1,15.4,2015-09-13,Tursiops truncatus,Tursiops,,Bottlenose dolphin,4bf79a01-65a9-4db6-b37b-18434f26ddfc,EurOBIS,2.9294803,51.2332828,Ostend,Belgium
2011,desconocido,Mammalia,Tursiops truncatus,SeaWatchFoundation,541,sin observaciones,0.0,2011-10-07,0.0,Theria,HumanObservation,33.96,,9.82,Delphinidae,Animalia,SWF_13_206194_1,7.0,2011-10-07,Tursiops truncatus,Tursiops,,Bottlenose dolphin,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993,Plymouth,United Kingdom
1992,desconocido,Mammalia,Tursiops truncatus,sin datos,148,sin observaciones,0.0,1992-08-10,0.0,Theria,HumanObservation,34.83,,12.66,Delphinidae,Animalia,SWF_13_158683_1,8.0,1992-08-10,Tursiops truncatus,Tursiops,,Bottlenose dolphin,4bf79a01-65a9-4db6-b37b-18434f26ddfc,EurOBIS,2.9294803,51.2332828,Ostend,Belgium
2011,desconocido,Mammalia,Tursiops truncatus,SeaWatchFoundation,103,sin observaciones,0.0,2011-09-10,0.0,Theria,HumanObservation,34.04,,12.01,Delphinidae,Animalia,SWF_13_86299_1,-7.0,2011-09-10,Tursiops truncatus,Tursiops,,Bottlenose dolphin,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993,Plymouth,United Kingdom
2016,desconocido,Mammalia,Tursiops truncatus,SeaWatchFoundation,353,sin observaciones,0.0,2016-08-01,0.0,Theria,HumanObservation,34.04,,12.01,Delphinidae,Animalia,SWF_13_225016_1,3.2,2016-08-01,Tursiops truncatus,Tursiops,,Bottlenose dolphin,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993,Plymouth,United Kingdom
2021,desconocido,Mammalia,Tursiops truncatus,SeaWatchFoundation,38,sin observaciones,0.0,2021-09-21,0.0,Theria,HumanObservation,34.39,,10.19,Delphinidae,Animalia,SWF_13_58066_1,8.0,2021-09-21,Tursiops truncatus,Tursiops,,Bottlenose dolphin,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993,Plymouth,United Kingdom
2011,desconocido,Mammalia,Tursiops truncatus,sin datos,632,sin observaciones,0.0,2011-05-13,0.0,Theria,HumanObservation,34.52,,10.1,Delphinidae,Animalia,SWF_13_95914_1,8.6,2011-05-13,Tursiops truncatus,Tursiops,,Bottlenose dolphin,4bf79a01-65a9-4db6-b37b-18434f26ddfc,EurOBIS,2.9294803,51.2332828,Ostend,Belgium
2016,desconocido,Mammalia,Tursiops truncatus,SeaWatchFoundation,501,sin observaciones,0.0,2016-09-02,0.0,Theria,HumanObservation,34.73,,13.19,Delphinidae,Animalia,SWF_13_111012_2,-1.6,2016-09-02,Tursiops truncatus,Tursiops,,Bottlenose dolphin,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993,Plymouth,United Kingdom
2008,desconocido,Mammalia,Tursiops truncatus,SeaWatchFoundation,-9,['ON_LAND'],0.0,2008-08-16,0.0,Theria,HumanObservation,34.04,,12.01,Delphinidae,Animalia,SWF_13_90719_2,-14.0,2008-08-16,Tursiops truncatus,Tursiops,,Bottlenose dolphin,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993,Plymouth,United Kingdom
2021,desconocido,Mammalia,Tursiops truncatus,SeaWatchFoundation,158,sin observaciones,0.0,2021-06-11,0.0,Theria,HumanObservation,34.04,,12.01,Delphinidae,Animalia,SWF_13_80580_2,2.8,2021-06-11,Tursiops truncatus,Tursiops,,Bottlenose dolphin,f92d5d7f-47a6-4605-9fd0-a8538dfde3fd,OBIS UK,-4.1413264,50.3642993,Plymouth,United Kingdom
2014,desconocido,Mammalia,Tursiops truncatus,sin datos,849,sin observaciones,0.0,2014-07-08,0.0,Theria,HumanObservation,34.04,,12.01,Delphinidae,Animalia,SWF_13_103892_1,7.0,2014-07-08,Tursiops truncatus,Tursiops,,Bottlenose dolphin,4bf79a01-65a9-4db6-b37b-18434f26ddfc,EurOBIS,2.9294803,51.2332828,Ostend,Belgium
2012,desconocido,Mammalia,Tursiops truncatus,Futurismo,8462,sin observaciones,0.0,2012-07-04,0.0,Theria,HumanObservation,36.25,,19.14,Delphinidae,Animalia,4667fc3e-ac14-416d-9d72-894254cdc71a,922.0,2012-07-04,Tursiops truncatus,Tursiops,Atlantic Ocean,Bottlenose dolphin,4bf79a01-65a9-4db6-b37b-18434f26ddfc,EurOBIS,2.9294803,51.2332828,Ostend,Belgium
2014,desconocido,Mammalia,Tursiops truncatus,sin datos,316,sin observaciones,0.0,2014-06-19,0.0,Theria,HumanObservation,34.82,,10.79,Delphinidae,Animalia,SWF_13_218758_1,18.6,2014-06-19,Tursiops truncatus,Tursiops,,Bottlenose dolphin,4bf79a01-65a9-4db6-b37b-18434f26ddfc,EurOBIS,2.9294803,51.2332828,Ostend,Belgium
2010,desconocido,Mammalia,Tursiops truncatus,sin datos,177,sin observaciones,0.0,2010-08-26,0.0,Theria,HumanObservation,34.64,,10.11,Delphinidae,Animalia,SWF_13_94960_2,10.4,2010-08-26,Tursiops truncatus,Tursiops,,Bottlenose dolphin,4bf79a01-65a9-4db6-b37b-18434f26ddfc,EurOBIS,2.9294803,51.2332828,Ostend,Belgium
2006,desconocido,Mammalia,Tursiops truncatus,sin datos,340,sin observaciones,0.0,2006-06-27,0.0,Theria,HumanObservation,34.85,,10.55,Delphinidae,Animalia,SWF_13_173692_1,20.0,2006-06-27,Tursiops truncatus,Tursiops,,Bottlenose dolphin,4bf79a01-65a9-4db6-b37b-18434f26ddfc,EurOBIS,2.9294803,51.2332828,Ostend,Belgium
2017,desconocido,Mammalia,Tursiops truncatus,sin datos,285,['NO_DEPTH'],,2017-07-20,,Theria,HumanObservation,15.05,,14.45,Delphinidae,Animalia,acc_ua_252,1.4,2017-07-20,Tursiops truncatus,Tursiops,Black Sea,Bottlenose dolphin,bdb3b59b-7dad-4c06-a2d6-3e576158cc4c,OBIS Black Sea,30.7490426,46.4609105,Odesa,Ukraine
2018,desconocido,Mammalia,Tursiops truncatus,SEFSC,37982,['NO_DEPTH'],,2018-02-18,,Theria,HumanObservation,30.68,,24.16,Delphinidae,Animalia,1949_688,12.0,2018-02-18,Tursiops truncatus,Tursiops,Gulf of Mexico,Bottlenose dolphin,573654c1-4ce7-4ea2-b2f1-e4d42f8f9c31,OBIS-SEAMAP,-78.9441046,36.0045066,Durham,United States
